"","textOriginal","hard_marker","easy_marker","authorDisplayName"
"3240","I’ve watched all of these but I’m rewatching and making for sure I’m legit doing all the chords right and just thought it would be good practice to return to those chords. Thanks so much for the motivation and great videos! Really it’s been dope to have you as a teacher and it has been greatly therapeutic for me! I’ve never had a hobby before and this has like saved my life for real so Your a G man thanks again lol 😂",NA,NA,"Alyssa Byrd"
"3241","thank u so much from helping me practice my gutar and now my parents are super proud of me ^-^",NA,NA,"walerson do carmo"
"3242","EADGBE  just remember ( Ed G Be ) but with the A  in EAD EADGBE . I like your teaching",NA,NA,"Adrian Deldiva"
"3243","RFS",NA,NA,"Robert F Sullivan"
"3244","@ 2:41 ""Andy can make a little music right away"" So Andy made music right away?",NA,NA,"Rob Hansen"
"3245","Soooo i followed the eddie ate dinamite thing and used a phone app to get to that so i come to this video all ready, but for some reason my guitar sounds deeper?? Im confused. I spent half an hour making sure it was at the very meadle of the measuaring thing of the app. I dooontttt getttt itttt helpppp",NA,NA,"susy cayon"
"3246","https://www.youtube.com/watch?v=6RarcW6Yodo",NA,NA,"Lars Fischer/Wild Champagne"
"3247","Ive been off and on about wanting to play the guitar. I played the trumpet for 3 years and i didnt really enjoy it too much. I played guitar once and i really enjoyed playing it. I learned some but it was a couple of years ago. I would like to learn how to play it but im worried if its like one of those ""Oh i wanna do this"" and then do it and the next week lose interest over it. Thats my main worry. I do have a friend who could give me lessons and let me practice on one of his guitars. The only thing is he plays by ear so he doesnt know how to read music. I dont know i may get like a 40 dollar guitar from the local pawn shop and watch your videos. You seem like a good teacher for a guitar",NA,NA,"Andrew Sewell"
"3248","You’re an amazing teacher",NA,NA,"TTV eidanma"
"3249","I’m actually a drummer and I want to learn guitar because it seems so fun and relaxing and I can enjoy music everywhere instead of having to be behind a kit         

Definitely getting my sub",NA,NA,"Jakey"
"3250","glad i found your videos. first time learner and im having fun and smiling from learning",NA,NA,"Logan Kiep"
"3251","Holy crap I have line dents at the tips of my fingers",NA,NA,"Alecia Lathan"
"3252","Anyway, here's Wonderwall.",NA,NA,"Joshua"
"3253","Placing my fingers right at the chord is the hardest thing 😭. I'm gonna make it eventually","hard",NA,"Cosmas Gikunju"
"3254","Eat
All
Day
Get
Big
Easy",NA,NA,"OJAYY ARSENAL"
"3255","Thank you so much I really love your video",NA,NA,"redneck Outdoors"
"3256","Thanks, helped a trillion, cant feel my fingers, but that's as to be expected, your video is still doing good work after a few years.",NA,NA,"Fire Of Dreams"
"3257","hi after a person takes lessons to learn guitar what happens after can a person just play anything or do I read tabs to do songs please explain.ive been playing since I was a kid and im your age I know a lot of riffs and some songs but want to be a good player",NA,NA,"1980's rock guitar"
"3258","I just wonna thank you so much for being a wonderful teacher. I started learning like 3 years ago and this video was my first one. Thank you man💜",NA,NA,"Mohammad Milki"
"3259","I enjoyed my first lesson, got a lot out it.",NA,NA,"Aquilla Graves"
"3260","Easy peasy thank you very much",NA,NA,"noob Plays"
"3261","dude get to the fucking point! jesus christ!",NA,NA,"Zack Stewart"
"3262","Welp, i don't wanna waist my whole summer so here i am. And thank you for this lesson!❤",NA,NA,"Maya"
"3263","thank u marty i just used 2 chords and made a song it is exciting",NA,NA,"Sushrut"
"3264","My first day every trying to learn guitar and I can already produce something! Thank you Marty
I’ve never felt anything like this and I’m going to peruse it",NA,NA,"AreButWords"
"3265","So glad i bumped into thi channel. Will try this lesson asap with my son.",NA,NA,"Eduardo Mariscal"
"3266","got a guitar lessons ad right before this😂",NA,NA,"Rocket Boy"
"3267","so my fingers definately hit the other strings especially my palm and its tearing my wrist up trying to hold this thing. I think im holding this thing wrong. The guitar seems huge. I played sax and clarinet for 20 years so i thought my fingers were more nimble but not with my wrist bent like this",NA,NA,"C&C Vee"
"3268","How will I know if I play the right note on the guitar ? Do I just use a tuner to check ?",NA,NA,"Andrew Nguyen"
"3269","U don’t show where to pot the fingers",NA,NA,"Roy Reuveny"
"3270","I'm sitting on my bed waiting for you to teach me something...",NA,NA,"Cool Kids"
"3271","I'm sitting on my bed waiting for you to teach me something...",NA,NA,"Cool Kids"
"3272","Wondering if you could figure out and show how to play the gits heres to your fuck?  Thanks.",NA,NA,"Drunkin Stoned"
"3273","I just started and  I wonder is it worth paying the money for one of those learning apps ? Cause some of them are expensive. 
I got a buddy that’s referred me Marty’s channel and he said that’s basically the only channel he’s watched and he’s a decent player after hardly a year. 
 
What do you guys think ? 
Should I pay the money for a reputable learning app ? 
Or should I stick too well respected channels like Marty’s and learn what I can ? 
Just a beginner looking for the best ways to learn. Thanks guys 🎸 ❤️","hard",NA,"Nicky E. B."
"3274","Nice",NA,NA,"Christian Dabs"
"3275","Leah Waite, 


I would recommend that you cut your fingernails if you're interested in playing the guitar. Your nails on your strumming hand don't need to be as short as the nails on your fretting hand, but they both shouldn't be too long. In the case of Dolly Parton, I had to do some research to figure out some information to provide you with as I am unfamiliar with most of her work. What I learned from my 5 or so minutes of research is that Dolly mostly used open tunings while playing. Also, she would usually play just the root notes of chords, which made playing the chords much easier. Dolly was unable to play the chords on her fingertips as it was impossible to do with super long nails. You just can't play on your fingertips if you have really long nails. There are definitely ways to manage it, but anyone serious about their guitar playing will cut their nails down. With that being said, if you're interested in fingerstyle guitar, then you should consider keeping a decent fingernail length on your strumming hand as it could make fingerpicking easier for you. Your fretting hand should still be cut down though. I hope this helped :)",NA,NA,"Something To Consider"
"3276","Kaizoku-o, 


Yes.",NA,NA,"Something To Consider"
"3277","Your fingers will hurt if you dont use one and its harder to play without pick and if you start playing without pick you might need some time to use the pick when you start playing with a pick.

So you should have a pick but if you dont you can still play","hard",NA,"Obama 1532"
"3278","HELP! I have a music project at school about the song FIGHT OR FLIGHT- Conan Gray, so i was wondering if anyone could tell me anything about the instruments that are used in the song",NA,NA,"Linda Ozd"
"3279","VidsONyou G, 


There are many different ways of playing the same chord. In this case, I wouldn't worry so much about what Google is telling you. Google is a great resource, but it can be confusing for beginners who don't have much experience with music or guitar playing. I would focus on playing the chords the way Marty is showing you in this video. To answer the second part of your question, you do strum all six strings while playing an E minor chord. By the way, the chords Marty is showing you in this video are E minor and Asus2, not Esus2. I hope this helped :)",NA,NA,"Something To Consider"
"3280","see his tuning vid",NA,NA,"S.Reshma"
"3281","susy cayon, 


https://www.youtube.com/watch?v=PPEsXb4XpyY 


The above link is for a video that helps beginners learn how to tune their guitar. In the video, Erich plays every string on the guitar so the viewer knows what each string is supposed to sound like. All you have to do is match the sounds you're hearing from the video with the sounds you're hearing from your guitar. For example, when Erich plays the low E string (the thickest string) all you have to do is tune your low E string until it sounds the same as Erich's. Once that happens, you're done! Just repeat the same steps for every string and your guitar will be in tune. I hope this helps :)",NA,NA,"Something To Consider"
"3282","thanks marty but am I right or not",NA,NA,"1980's rock guitar"
"3283","Glad you found me! Hopefully my many lessons can help you on your guitar journey! Thanks for the support",NA,NA,"Marty Music"
"3284","Nicky E, 


I'm glad I could help! As a side note, it seems like learning for free online is the best option for you based off of your goals. I'm not sure how much guitar experience you have, but I would say that your guitar goals should be achievable in about 6 months or so with regular practice (assuming that you have little to no experience with the guitar). When I say 'regular practice', I mean at least 45 minutes of actual practicing everyday. You don't have to practice 45 minutes all at once, but it is a good place to start. Good luck on your guitar playing journey! If you run into a wall, don't give up. Guitar is a very difficult instrument to play, but anyone can do it with the right mindset. Take care :)","hard",NA,"Something To Consider"
"3285","Something To Consider  No this helped greatly !! Lots of Info. Thankyou much !!
I’m just trying too get some basic guitar skills to be able too play some old blues and classic country tracks.
Enough to make a little music. Lol
I’m gunna see how these free channels workout with some practice for the time being (since I’m broke) lol
See how well this goes. 
Thanks a lot tho. 
Lots of insight and things I didn’t think about in your response. Truly Thankyou !",NA,NA,"Nicky E. B."
"3286","Nicky E, 


What you end up doing doesn't matter as much so long as you continue to practice. I will say, however, that you will probably learn faster with a paid service or online course. Paid services/courses tend to have more organization present, which allows students to better understand what to learn next. Also, tracking your progress with a paid service/course may also be easier. Of course, I am just generally speaking. I would invite you, and anyone else, to consider developing a practice routine and sticking to it. The bottom line is that you need to practice regularly in order to see any improvement. It sounds like an elementary concept, but so many people neglect any type of practice and wonder why they don't get any better. 


With regards to free online resources, you would probably learn slower unless you practiced regularly. Learning by yourself allows for more room to get lazy. This is because there is nothing kicking you in the butt to keep going. Also, learning off of YouTube allows you to choose exactly what you want to learn. There are definitely some baseline skills that every guitar player should have, but a lot of what gets taught from paid services/courses is unnecessary for most. It depends heavily on what your goals are on the guitar. Additionally, YouTube and most free online resources tend to be much less organized than paid services/courses. This may lead to confusion and perhaps a feeling of being overwhelmed. 


Ultimately, the decision is up to you. Keep in mind that essentially everything you will pay to learn can be learned online for free. The main differences are the levels of organization with content, the rate at which you will learn, and having someone present to guide you should you choose courses with guitar instructors. There is no right or wrong decision as there is a lot of subjectivity embedded within your questions. Maybe you could try out paid services and free services in order to see what you like better. I hope this helped and didn't bore you to death! :)",NA,NA,"Something To Consider"
